CMDLINE /home/moon/anaconda3/envs/ultra/bin/python3.7 main.py --config_file config/profile_m1_config.ini
MEM 1.992188 1662729786.1016
MEM 28.734375 1662729786.2019
MEM 45.445312 1662729786.3023
MEM 149.058594 1662729786.4025
MEM 191.914062 1662729786.5028
MEM 217.726562 1662729786.6031
MEM 236.394531 1662729786.7034
MEM 219.152344 1662729786.8035
MEM 249.574219 1662729786.9038
MEM 274.839844 1662729787.0041
MEM 299.332031 1662729787.1043
MEM 324.082031 1662729787.2046
MEM 351.410156 1662729787.3049
MEM 357.503906 1662729787.4052
MEM 361.816406 1662729787.5054
MEM 364.316406 1662729787.6057
MEM 369.566406 1662729787.7060
MEM 372.566406 1662729787.8062
MEM 380.312500 1662729787.9065
MEM 383.312500 1662729788.0067
MEM 386.062500 1662729788.1070
MEM 389.066406 1662729788.2073
MEM 391.812500 1662729788.3076
MEM 404.566406 1662729788.4078
MEM 407.566406 1662729788.5081
MEM 410.316406 1662729788.6084
MEM 413.316406 1662729788.7086
MEM 416.066406 1662729788.8089
MEM 418.816406 1662729788.9092
MEM 421.820312 1662729789.0095
MEM 424.566406 1662729789.1097
MEM 427.570312 1662729789.2100
MEM 430.316406 1662729789.3103
MEM 453.179688 1662729789.4105
MEM 445.816406 1662729789.5108
MEM 448.816406 1662729789.6111
MEM 451.570312 1662729789.7114
MEM 454.316406 1662729789.8117
MEM 457.316406 1662729789.9119
MEM 460.066406 1662729790.0122
MEM 462.820312 1662729790.1125
MEM 465.816406 1662729790.2127
MEM 468.566406 1662729790.3130
MEM 471.316406 1662729790.4133
MEM 474.316406 1662729790.5136
MEM 477.070312 1662729790.6138
MEM 479.816406 1662729790.7141
MEM 482.566406 1662729790.8144
MEM 485.316406 1662729790.9146
MEM 488.316406 1662729791.0149
MEM 491.066406 1662729791.1152
MEM 493.816406 1662729791.2155
MEM 496.566406 1662729791.3158
MEM 499.566406 1662729791.4161
MEM 521.816406 1662729791.5163
MEM 524.816406 1662729791.6166
MEM 527.566406 1662729791.7169
MEM 530.320312 1662729791.8171
MEM 533.316406 1662729791.9174
MEM 536.066406 1662729792.0177
MEM 569.015625 1662729792.1180
MEM 622.125000 1662729792.2182
MEM 669.820312 1662729792.3185
MEM 669.820312 1662729792.4188
MEM 669.820312 1662729792.5190
MEM 569.058594 1662729792.6193
MEM 568.070312 1662729792.7195
MEM 568.070312 1662729792.8198
MEM 568.070312 1662729792.9201
MEM 634.691406 1662729793.0203
MEM 634.691406 1662729793.1205
MEM 634.691406 1662729793.2207
MEM 634.691406 1662729793.3209
MEM 635.359375 1662729793.4210
MEM 635.359375 1662729793.5213
MEM 635.359375 1662729793.6215
MEM 635.359375 1662729793.7217
MEM 635.359375 1662729793.8220
MEM 635.359375 1662729793.9222
MEM 635.468750 1662729794.0225
MEM 635.468750 1662729794.1228
MEM 635.468750 1662729794.2230
MEM 635.468750 1662729794.3233
MEM 635.468750 1662729794.4236
MEM 635.468750 1662729794.5239
MEM 635.468750 1662729794.6241
MEM 635.468750 1662729794.7244
MEM 635.468750 1662729794.8247
MEM 635.468750 1662729794.9249
MEM 635.468750 1662729795.0252
MEM 635.718750 1662729795.1255
MEM 635.718750 1662729795.2257
MEM 635.718750 1662729795.3260
MEM 635.718750 1662729795.4263
MEM 635.718750 1662729795.5266
MEM 635.718750 1662729795.6268
MEM 635.718750 1662729795.7271
MEM 635.718750 1662729795.8274
MEM 635.718750 1662729795.9276
MEM 635.718750 1662729796.0279
MEM 635.718750 1662729796.1282
MEM 635.718750 1662729796.2285
MEM 635.718750 1662729796.3288
MEM 635.968750 1662729796.4291
MEM 635.968750 1662729796.5293
MEM 635.968750 1662729796.6296
MEM 635.968750 1662729796.7299
MEM 645.980469 1662729796.8302
MEM 682.332031 1662729796.9304
MEM 739.308594 1662729797.0307
MEM 739.308594 1662729797.1310
MEM 739.308594 1662729797.2312
MEM 739.308594 1662729797.3315
MEM 740.074219 1662729797.4318
MEM 750.910156 1662729797.5321
MEM 758.910156 1662729797.6323
MEM 770.910156 1662729797.7326
MEM 782.910156 1662729797.8329
MEM 794.910156 1662729797.9332
MEM 805.046875 1662729798.0334
MEM 705.234375 1662729798.1337
MEM 705.234375 1662729798.2340
MEM 705.234375 1662729798.3342
MEM 459.781250 1662729798.4345
MEM 543.343750 1662729798.5348
MEM 543.343750 1662729798.6351
MEM 551.984375 1662729798.7353
MEM 563.328125 1662729798.8356
MEM 574.726562 1662729798.9359
MEM 587.617188 1662729799.0361
MEM 599.992188 1662729799.1364
MEM 612.367188 1662729799.2367
MEM 624.742188 1662729799.3370
MEM 636.601562 1662729799.4372
MEM 647.171875 1662729799.5375
MEM 658.570312 1662729799.6378
MEM 669.914062 1662729799.7380
MEM 685.753906 1662729799.8383
MEM 688.589844 1662729799.9386
MEM 688.589844 1662729800.0389
MEM 688.589844 1662729800.1391
MEM 688.847656 1662729800.2394
MEM 691.167969 1662729800.3397
MEM 691.167969 1662729800.4400
MEM 691.167969 1662729800.5402
MEM 691.167969 1662729800.6405
MEM 691.683594 1662729800.7408
MEM 693.746094 1662729800.8410
MEM 693.746094 1662729800.9413
MEM 693.746094 1662729801.0416
MEM 694.261719 1662729801.1419
MEM 695.808594 1662729801.2421
MEM 696.839844 1662729801.3424
MEM 696.839844 1662729801.4427
MEM 697.097656 1662729801.5430
MEM 699.160156 1662729801.6433
MEM 699.417969 1662729801.7436
MEM 699.675781 1662729801.8438
MEM 700.964844 1662729801.9441
MEM 701.222656 1662729802.0444
MEM 701.480469 1662729802.1447
MEM 702.511719 1662729802.2449
MEM 702.511719 1662729802.3452
MEM 703.800781 1662729802.4455
MEM 704.832031 1662729802.5457
MEM 704.832031 1662729802.6460
MEM 705.863281 1662729802.7463
MEM 706.894531 1662729802.8466
MEM 708.441406 1662729802.9468
MEM 708.441406 1662729803.0471
MEM 709.214844 1662729803.1474
MEM 711.792969 1662729803.2477
MEM 711.792969 1662729803.3480
MEM 712.566406 1662729803.4482
MEM 720.101562 1662729803.5485
MEM 723.582031 1662729803.6488
MEM 723.582031 1662729803.7490
MEM 723.582031 1662729803.8493
MEM 723.582031 1662729803.9496
MEM 723.582031 1662729804.0499
MEM 723.582031 1662729804.1501
MEM 723.582031 1662729804.2504
MEM 723.582031 1662729804.3507
MEM 723.582031 1662729804.4509
MEM 723.582031 1662729804.5512
MEM 723.582031 1662729804.6515
MEM 723.582031 1662729804.7518
MEM 723.582031 1662729804.8520
MEM 723.582031 1662729804.9523
MEM 723.582031 1662729805.0526
MEM 723.582031 1662729805.1528
MEM 723.582031 1662729805.2531
MEM 723.582031 1662729805.3534
MEM 723.582031 1662729805.4537
MEM 723.582031 1662729805.5539
MEM 724.097656 1662729805.6542
MEM 724.097656 1662729805.7545
MEM 724.097656 1662729805.8547
MEM 724.097656 1662729805.9550
MEM 724.097656 1662729806.0553
MEM 724.097656 1662729806.1556
MEM 724.097656 1662729806.2559
MEM 724.097656 1662729806.3561
MEM 724.097656 1662729806.4564
MEM 724.097656 1662729806.5567
MEM 724.097656 1662729806.6570
MEM 724.097656 1662729806.7572
MEM 724.097656 1662729806.8575
MEM 724.097656 1662729806.9578
MEM 724.097656 1662729807.0581
MEM 724.097656 1662729807.1583
MEM 724.097656 1662729807.2586
MEM 724.097656 1662729807.3589
MEM 724.097656 1662729807.4592
MEM 724.097656 1662729807.5594
MEM 724.097656 1662729807.6597
MEM 724.097656 1662729807.7600
MEM 724.097656 1662729807.8603
MEM 724.097656 1662729807.9605
MEM 724.097656 1662729808.0608
MEM 730.800781 1662729808.1611
MEM 730.800781 1662729808.2613
MEM 730.800781 1662729808.3616
MEM 730.800781 1662729808.4619
MEM 730.800781 1662729808.5622
MEM 734.988281 1662729808.6624
MEM 734.988281 1662729808.7627
MEM 734.988281 1662729808.8630
MEM 734.988281 1662729808.9633
MEM 734.988281 1662729809.0635
MEM 734.988281 1662729809.1638
MEM 734.988281 1662729809.2641
MEM 734.988281 1662729809.3643
MEM 734.988281 1662729809.4646
MEM 734.988281 1662729809.5649
MEM 734.988281 1662729809.6652
MEM 734.988281 1662729809.7654
MEM 734.988281 1662729809.8657
MEM 734.988281 1662729809.9660
MEM 734.988281 1662729810.0663
MEM 734.988281 1662729810.1666
MEM 734.988281 1662729810.2669
MEM 734.988281 1662729810.3672
MEM 734.988281 1662729810.4675
MEM 734.988281 1662729810.5678
MEM 734.988281 1662729810.6681
MEM 734.988281 1662729810.7684
MEM 734.988281 1662729810.8686
MEM 734.988281 1662729810.9689
MEM 734.988281 1662729811.0692
